designation,source_id,ra,dec,parallax,parallax_error,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,epoch,target_separation (deg)
Gaia DR3 2927010458364244352,2927010458364244352,101.37572315291203,-20.775789302553708,1.3908354176634257,0.014043717,-4.579769788184037,-1.525627005648796,1.091164,13.018814,0.62308025,26.791946,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.14044137011591418
Gaia DR3 2927002418185296512,2927002418185296512,101.66280779452607,-20.745037613638473,1.3909434936101832,0.0136243785,-3.980335150071251,-1.1747495698331647,1.0635601,12.405498,0.51167107,26.904285,NOT_AVAILABLE,0,true,true,false,false,false,true,true,7013.486,4.216,-0.1422,744.427,0.1291,0.1147,0.0616,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.14267221214953513
Gaia DR3 2927011695314793472,2927011695314793472,101.36013248724385,-20.719205147331056,1.3717607009399293,0.02083609,-4.324961495432722,-1.213733453329707,1.0249294,14.85844,0.98285866,,VARIABLE,0,true,true,false,true,false,true,true,5376.501,4.5508,-0.2419,686.7289,0.0997,0.0813,0.0432,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.14288513858883736
Gaia DR3 2927019632414169856,2927019632414169856,101.52815937640939,-20.57527457246541,1.4050178108309026,0.054670732,-4.313694722456678,-1.044546923345162,1.0196187,16.851763,1.6387014,,VARIABLE,0,true,false,false,true,false,true,true,4008.836,4.3113,-0.7731,940.7816,0.0686,0.0501,0.0271,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.14405251054012586
Gaia DR3 2927014237935325056,2927014237935325056,101.41323629031663,-20.60617337178657,1.3683294506062347,0.021776564,-4.154078004588904,-1.3446432585929189,1.0368252,14.932475,0.99483585,,VARIABLE,0,true,true,false,true,false,true,true,5174.02,4.5864,-0.3857,623.496,0.0062,0.0051,0.0027,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.1460788822942366
Gaia DR3 2927014134856115712,2927014134856115712,101.40464629864653,-20.608539514785083,1.385342011460015,0.016034482,-4.518753253840441,-1.6699007960775802,0.98559684,12.943481,0.60252,24.796936,NOT_AVAILABLE,0,true,true,true,false,false,true,true,6541.864,4.2591,-0.2085,763.4738,0.0759,0.0663,0.0357,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.14958587382848554
Gaia DR3 2926995511869848960,2926995511869848960,101.65008989040683,-20.801741794729875,1.3744199124259266,0.7007626,-10.063315296926987,2.7492635293715013,1.0091267,20.281557,2.0287876,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.15286275445914185
Gaia DR3 2927005682360625664,2927005682360625664,101.45590237962578,-20.862001978611588,1.4026260292618995,0.02960374,-4.333566669454995,-1.4989718412730935,1.1888565,8.347673,-0.049315453,24.917503,NOT_AVAILABLE,0,true,true,true,false,false,false,true,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.15296473851470713
Gaia DR3 2926994824683234944,2926994824683234944,101.5886102453153,-20.856202066647704,1.3772547005975817,0.019335331,-4.163969916313766,-1.2474511185954147,1.1785821,10.771201,0.102547646,21.826683,NOT_AVAILABLE,0,true,true,false,false,false,true,true,9358.951,4.2124,0.0322,716.9396,0.1822,0.1736,0.0921,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.15472608950494374
Gaia DR3 2927013482021158656,2927013482021158656,101.3541026923512,-20.673731860924025,1.3898938540477719,0.019428007,-4.074591617510774,-1.2169141037007964,1.0264143,10.740097,0.033376694,20.684515,NOT_AVAILABLE,0,true,true,false,false,false,false,true,9122.112,3.978,-0.91,769.807,0.0,0.0,0.0,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.15517932499774142
Gaia DR3 2927005918574498304,2927005918574498304,101.42919560668125,-20.852671930574996,1.3520357243658223,0.017343475,-4.3830540223468395,-1.1696182805596942,1.0122976,7.08963,1.3442659,23.909115,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.15522290382902815
Gaia DR3 2926995374439001216,2926995374439001216,101.63174847246529,-20.82732741490938,1.3941474243151517,0.046589684,-4.214831378908133,-1.3309652999669703,1.0094624,16.519514,1.514369,,VARIABLE,0,true,false,false,true,false,true,true,4419.0264,4.6506,-0.0079,696.3056,0.2207,0.1649,0.0873,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.15545714811345282
Gaia DR3 2927013482013439616,2927013482013439616,101.35310523361694,-20.670406656162573,1.3914927820984546,0.27939284,2.3519259895702564,-3.4186810646332377,0.9969462,19.378115,2.2580242,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.15706291763517222
Gaia DR3 2927001387385043328,2927001387385043328,101.66288585845173,-20.79081310479034,1.3879339314801422,1.1949191,0.580366470235002,1.5018893980399408,1.0572983,20.583666,1.1166668,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.157746909446463
Gaia DR3 2926994962122162816,2926994962122162816,101.61701073586062,-20.84290293265657,1.3925679314327857,0.01890637,-4.639022209132845,-1.5148239817603941,1.054688,14.535636,0.92356205,21.447657,VARIABLE,0,true,true,false,true,false,true,true,5365.3203,4.4627,-0.4583,712.7429,0.01,0.0082,0.0044,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.15786795540589377
Gaia DR3 2927005716720374400,2927005716720374400,101.43599447528403,-20.86134848821115,1.4019821939940529,0.61630255,-0.08077264242143348,1.6295933650478491,0.98891354,20.20088,1.09309,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.1598155169852574
Gaia DR3 2927020487103534208,2927020487103534208,101.53742153321629,-20.559036273365706,1.360183151231133,0.24606676,-4.314749506423848,-1.261404693444935,0.98287636,19.24917,2.617405,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.161223001804647
Gaia DR3 2927012004552422912,2927012004552422912,101.34438335155544,-20.68129722456136,1.3922543559987455,0.02923481,-4.201151056063411,-1.484452254639356,1.004764,15.66208,1.4622593,,VARIABLE,0,true,false,false,true,false,true,true,4413.397,4.472,0.0193,652.217,0.2467,0.186,0.098,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.16199177646956317
Gaia DR3 2927005922875392000,2927005922875392000,101.42753636219915,-20.85964096826121,1.3659639514469502,1.3398443,-0.6273452893270546,3.2574009529769157,1.032608,20.740131,1.0929222,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.16203725763929686
Gaia DR3 2927010355285037440,2927010355285037440,101.34874945899276,-20.77056598642474,1.3652514880363589,0.013302549,-4.566232533739491,-1.5012309041303793,0.9975568,13.528515,0.71878433,21.59802,NOT_AVAILABLE,0,true,true,true,false,false,true,true,5977.8867,4.322,-0.305,685.7527,0.002,0.0017,9.0E-4,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.1620567020799438
Gaia DR3 2926994824683241472,2926994824683241472,101.58867972141657,-20.86471473413403,1.38049229712946,0.020686718,-4.23557992754006,-1.3120096168959652,0.9960162,14.786192,0.9787874,,VARIABLE,0,true,true,false,true,false,true,true,5354.3247,4.5419,-0.2287,672.5764,0.1522,0.1245,0.0665,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.16236986192666897
Gaia DR3 2927201773385120896,2927201773385120896,101.3798069184131,-20.613383191523834,1.3542310855438071,0.027828265,-4.432026268406183,-1.478805144250133,1.0324446,15.47362,1.1455498,,VARIABLE,0,true,false,false,true,false,true,true,4958.4956,4.5625,-0.0534,738.7875,0.1568,0.1245,0.0658,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.16303606135244192
Gaia DR3 2927019701133619968,2927019701133619968,101.57396525620305,-20.565306451392207,1.4067101309783412,0.015562604,-4.380087930002883,-1.2771509666666636,1.0471802,12.774337,0.58520126,24.772118,NOT_AVAILABLE,0,true,true,false,false,false,true,true,6721.5635,4.3621,-0.1678,670.7037,0.1273,0.1118,0.0602,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.16361591216822427
Gaia DR3 2927006713152791680,2927006713152791680,101.38240751964372,-20.8296161869337,1.3931154929997487,0.014026241,-4.212105086179839,-1.1135369708726695,1.1181513,12.3288965,0.45973682,24.643705,VARIABLE,0,true,true,false,true,false,true,true,7238.1206,4.2244,-0.3046,742.7248,0.1339,0.1201,0.0645,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.16494230843851018
Gaia DR3 2927010320925300992,2927010320925300992,101.34475400377262,-20.77172540291525,1.362949252422368,0.017592272,-4.316609396801097,-1.4706615389572613,0.98462677,14.42032,0.8886709,33.940075,VARIABLE,0,true,true,false,true,false,true,true,5466.9644,4.4121,-0.2972,780.9165,0.0397,0.0329,0.0176,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.16596706935120845
Gaia DR3 2927201807744858624,2927201807744858624,101.38989123554256,-20.59750900917416,1.374940264521633,0.017412918,-4.372404741781395,-1.1438187187567526,1.090164,14.127828,0.8307371,23.382994,VARIABLE,0,true,true,false,true,false,true,true,5629.807,4.3731,-0.4339,775.3414,0.0311,0.026,0.014,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.16707563362219238
Gaia DR3 2927019765548062336,2927019765548062336,101.55570717062687,-20.555955060684642,1.35433319271612,0.28563535,-4.5854975635222095,-1.2275017416532366,1.0169697,19.432299,2.4245129,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.16752344683258652
Gaia DR3 2927201872161832960,2927201872161832960,101.3851626879742,-20.596074342062288,1.3710283778870143,0.022870036,-4.496056836400108,-1.3286466388083995,1.1064334,10.300172,0.034604073,13.860684,NOT_AVAILABLE,0,true,true,false,false,false,false,true,9318.199,3.8352,-1.0299,792.6944,0.0551,0.0527,0.028,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.17117833654931197
Gaia DR3 2927010114766879360,2927010114766879360,101.34264720465706,-20.786031364387355,1.391890111391784,0.029227627,-4.660480423190123,-1.3534718482119028,1.0085322,15.414855,1.1141624,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4994.462,4.5792,-0.1058,714.8594,0.1283,0.1023,0.0542,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.17288820006635275
Gaia DR3 2927201876464385920,2927201876464385920,101.37922042065898,-20.599109030438317,1.3570562220233042,0.012742171,-4.429739395446283,-1.2590932641702226,1.0696251,13.150298,0.65165997,23.348625,NOT_AVAILABLE,0,true,true,false,false,false,true,true,6327.329,4.3155,-0.2408,708.972,0.0625,0.0541,0.0292,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.1729948048568475
Gaia DR3 2927016574388824064,2927016574388824064,101.67732429734914,-20.638442753846054,1.3657924209066785,0.024008757,-4.471202696993859,-1.147603588407442,1.2516934,10.654396,0.029541016,16.497086,NOT_AVAILABLE,0,true,true,false,false,false,true,true,9579.425,4.0272,-0.8702,792.707,0.0658,0.0631,0.0335,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.1734739383855833
Gaia DR3 2927201842104404608,2927201842104404608,101.36837398627557,-20.60915530326085,1.3577776084393567,0.024020717,-4.191740966169169,-1.4942762910393899,0.9909546,15.162363,1.078104,,VARIABLE,0,true,false,false,true,false,false,true,4908.2593,4.4846,-0.5556,713.9589,0.0117,0.0093,0.005,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.1739757657558428
Gaia DR3 2927016879329819136,2927016879329819136,101.66578213783609,-20.6172461328174,1.3571856096443553,0.19373742,-4.405333851338602,5.82104200238545,0.98896986,18.840027,2.1334457,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3361.4153,4.6863,-0.7383,505.4718,0.1041,0.07,0.041,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.17532376842165615
Gaia DR3 2927012073264280448,2927012073264280448,101.33197741399441,-20.671565504914746,1.3584087897263504,0.14641187,-4.449795088707243,-0.9020987254674593,0.9839517,18.682304,1.6621609,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.1756634357675916
Gaia DR3 2927012073271898368,2927012073271898368,101.33151338075456,-20.671238685864147,1.4069670135317092,0.11529959,-4.645746203339101,-1.6394199119592532,1.0162078,18.245567,2.336958,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3624.9167,4.4904,-0.8767,611.0101,0.6458,0.4412,0.2558,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.17616949220183672
Gaia DR3 2926993656452202112,2926993656452202112,101.48693883123273,-20.89351427416439,1.3559969699916374,0.013651397,-4.607534491725511,-1.5441790959362294,1.0467693,13.586515,0.7218981,25.709486,NOT_AVAILABLE,0,true,true,true,false,false,true,true,5965.213,4.3377,-0.3345,681.815,0.0048,0.0041,0.0022,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.1765721812075452
Gaia DR3 2927021178593724032,2927021178593724032,101.58587802643262,-20.555211088401798,1.3643832366038586,0.72404784,-2.004076279088011,2.132372819268397,1.0595016,20.38124,1.8492947,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.17710536448113345
Gaia DR3 2927201876464126464,2927201876464126464,101.38056925644948,-20.591985560886247,1.3523608132072749,0.089086264,-4.348270114651192,-1.558642317339164,0.99537086,17.774532,1.9945526,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3642.8572,4.4205,-1.3662,503.0178,0.3358,0.2343,0.1302,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.1771077523183663
Gaia DR3 2926993106696342528,2926993106696342528,101.57721165438168,-20.887660421095593,1.3672604539326714,0.021727094,-4.163297956690377,-1.3547829699383134,1.0180115,14.890099,0.990469,,VARIABLE,0,true,true,false,true,false,true,true,5295.797,4.5226,-0.1579,725.3785,0.1088,0.0888,0.0473,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.17941661206129508
Gaia DR3 2927201876464120192,2927201876464120192,101.38204972162274,-20.583110883434728,1.3861967794238172,0.030044496,-4.439805148274472,-1.4517986473351405,1.0422109,15.5092945,1.1563873,,VARIABLE,0,true,false,false,true,false,true,true,4968.4385,4.6173,-0.0263,703.9825,0.1864,0.148,0.0782,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.18262880933544048
Gaia DR3 2927006678793065088,2927006678793065088,101.36664807733781,-20.839730579008553,1.3825612590547711,0.029377656,-4.459808744664155,-1.3720395078860868,1.0946338,8.263372,0.021408081,20.330875,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.18266075355307146
Gaia DR3 2926995202640300032,2926995202640300032,101.66371142647122,-20.83720842328822,1.3990722366595718,0.026788788,-4.338991558356494,-1.4591881958740625,0.96683586,15.351785,1.1161251,,VARIABLE,0,true,false,false,true,false,true,true,5040.2236,4.6337,-0.0395,678.6427,0.1733,0.1384,0.0732,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.18424643861771645
Gaia DR3 2927201292348622720,2927201292348622720,101.33233964766728,-20.64426399836379,1.3618542212207614,0.019127972,-4.3741142973121185,-1.1779103715801587,1.1682163,14.409239,0.8748703,18.299316,VARIABLE,0,true,true,false,true,false,true,true,5512.9014,4.4239,-0.3235,770.2213,0.0409,0.0339,0.0182,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.1845609025448915
Gaia DR3 2927017738323338496,2927017738323338496,101.66615771795348,-20.600447189974247,1.3542858522558752,0.80906224,2.648129154561687,3.5816700181790244,1.0118914,20.524931,2.0637646,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.18582091802595452
Gaia DR3 2926993793891176448,2926993793891176448,101.43877675506977,-20.891466834491062,1.3913243084205418,0.012944607,-4.659029228240443,-1.352683978037442,1.0562152,12.477855,0.5307503,15.366817,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.18621913562051717
Gaia DR3 2926993141056113664,2926993141056113664,101.53641592192383,-20.904880987961633,1.407995718671953,0.03270662,-4.401333043537315,-1.460786919999994,1.0217162,15.801681,1.2575693,,VARIABLE,0,true,false,false,true,false,true,true,4715.805,4.5644,0.0234,748.1779,0.1535,0.1194,0.0628,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.18755674387853669
Gaia DR3 2927009908608467968,2927009908608467968,101.33774862810944,-20.81073602081002,1.3530505675905997,0.022741279,-4.6155757198826315,-1.3848919517165572,0.97767216,15.007563,1.0409031,,VARIABLE,0,true,false,false,true,false,true,true,5165.103,4.5286,-0.0655,716.8629,0.1127,0.091,0.0483,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.18790070316108903
Gaia DR3 2926994687244261632,2926994687244261632,101.63608317157677,-20.867303078986065,1.3600866037516104,0.032807782,-4.201070841178735,-1.3310558361235125,0.97132736,15.765637,1.2485161,,VARIABLE,0,true,false,false,true,false,true,true,4738.484,4.5571,0.0066,754.8436,0.1609,0.1254,0.066,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.18806961174533754
Gaia DR3 2927001937148933248,2927001937148933248,101.71234624087273,-20.744062999472956,1.3630209159495363,0.012345029,-4.122731874700162,-1.6507113602340155,0.97780824,13.036442,0.64169693,24.284096,NOT_AVAILABLE,0,true,true,false,false,false,true,true,6373.476,4.2209,-0.1913,757.5082,0.0723,0.0627,0.0338,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.18826343809110252
Gaia DR3 2927202078320309504,2927202078320309504,101.37612725020202,-20.580107801439418,1.383495877210585,0.22029051,-10.163838071943957,14.822716083459898,0.96868217,19.102003,2.46768,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.18858501277136525
Gaia DR3 2927021002498668416,2927021002498668416,101.6064774459762,-20.54763603923421,1.3821159758317796,0.19488403,-4.573088334752431,-1.3585312691926366,0.99475634,18.865309,2.336443,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3463.782,4.9909,-0.5688,409.4519,0.5336,0.3537,0.2161,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.19210568670015926
Gaia DR3 2926993622092478976,2926993622092478976,101.4796522994956,-20.91065131277754,1.358547961192806,0.058563758,-4.261982176884743,-1.2581775040206595,0.98019904,16.78743,1.6072855,,VARIABLE,0,true,false,false,true,false,true,true,4426.0527,4.6671,0.1522,743.0698,0.4694,0.3481,0.1843,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.19453195200408432
Gaia DR3 2927202048262824832,2927202048262824832,101.36039340573963,-20.586188516648992,1.3750677617499785,0.015297313,-4.391960814880691,-1.4987783635599656,1.034427,13.993088,0.8001642,19.174438,VARIABLE,0,true,true,false,true,false,false,true,5852.8335,4.3952,-0.4172,692.8635,0.0629,0.053,0.0285,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.19468265375712637
